Word,Difficulty
appeared,-0.5
appearing,-0.39
appears,-0.66
appease,-0.28
appeased,-0.16
appeasement,0.32
appeasing,0.03
appellant,0.58
appellate,0.62
append,-0.2
appendage,0.15
appendages,0.17
appendectomy,0.86
appended,0.09
appendicitis,0.73
appendix,-0.31
appendixes,-0.12
appetite,-0.38
appetites,-0.05
appetizer,-0.37
appetizing,0.09
applaud,-0.22
applauded,-0.1
applauding,-0.22
applause,-0.51
apple,-0.83
apples,-0.66
appliance,-0.4
appliances,-0.36
applicable,-0.17
applicant,-0.47
applicants,-0.43
application,-0.32
applications,-0.25
applicator,-0.04
applied,-0.5
applies,-0.32
apply,-0.63
applying,-0.48
appoint,-0.06
appointed,-0.44
appointee,0.34
appointees,0.22
appointing,-0.31
appointment,-0.31
appointments,-0.29
appoints,0.17
apportion,0.16
apportioned,0.24
apportionment,0.9
apportionments,1.51
appraisal,-0.08
appraisals,0.2
appraise,-0.32
appraised,-0.3
appraisers,0.09
appraising,-0.15
appraisingly,0.66
appreciable,0.2
appreciably,0.25
appreciate,-0.15
appreciated,-0.21
appreciates,0.06
appreciating,0.14
appreciation,0
appreciations,0.36
appreciative,0.19
appreciatively,0.76
apprehend,-0.07
apprehended,0.02
apprehension,0
apprehensions,0.37
apprehensive,0.23
apprehensively,0.17
apprentice,-0.12
apprenticed,0.32
apprentices,0.33
apprenticeship,0.67
apprise,-0.2
approach,-0.5
approachable,0.25
approached,-0.28
approaches,-0.44
approaching,-0.37
approbate,0.51
approbation,0.68
appropriate,-0.18
appropriated,0.29
appropriately,0.44
appropriateness,1.1
appropriates,0.61
appropriating,0.76
appropriation,0.44
appropriations,0.57
approval,-0.59
approve,-0.45
approved,-0.47
approves,-0.42
approving,-0.48
approvingly,0.13
approximate,-0.03
approximated,0.13
approximately,0.06
approximation,-0.13
approximations,0.29
apricot,-0.16
April,-0.45
apron,-0.27
aprons,-0.23
apropos,0.76
apse,1.04
apt,-0.11
aptitude,0.29
aptitudes,0.26
aptly,0.01
aptness,0.31
aqualung,0.01
aquamarine,-0.06
aquanaut,1.07
aquaplane,1.16
aquarium,-0.08
Aquarius,0.04
aquatic,-0.12
aqueduct,0.05
aqueducts,0.33
aqueous,0.48
Aquinas,0.5
aquisition,0.21
Arab,-0.18
arabesque,0.57
Arabia,0.02
Arabian,-0.37
Arabians,-0.04
Arabic,-0.28
Arabs,-0.41
arachnid,0.81
arbiter,-0.01
arbitrarily,0.84
arbitrary,0.08
arbitrate,0.43
arbitrated,0.76
arbitration,0.74
arbitrator,0.27
arbor,-0.38
arboreal,1.69
arboretum,1.15
arc,-0.55
arcade,-0.36
arcades,-0.06
Arcadia,0.52
arcane,0.17
arch,-0.58
archaeological,1.09
archaeologist,0.63
archaeologists,0.59
archaeology,0.11
archaic,0.04
archaism,0.44
archangel,0.39
archangels,0.5
archbishop,0.06
archdeacon,1.72
archdiocese,0.42
archduke,0.01
arched,-0.29
archenemy,1.12
archeological,0.21
archer,-0.26
archery,-0.31
arches,-0.36
archetype,0.29
Archimedes,0.52
arching,-0.09
archipelago,0.63
architect,0.17
architectonic,1.02
architects,0.21
architect's,0.25
architectural,0.52
architecturally,0.91
architecture,0.14
architectures,0.7
archives,-0.38
archtype,0.43
archway,-0.02
arclike,0.72
arcs,0.31
Arctic,0.41
ardent,-0.12
ardor,-0.07
arduous,0.59
are,-0.46
area,-0.69
areas,-0.36
area's,-0.12
arena,-0.27
arenas,0.07
aren't,-0.11
Ares,0.3
Argentina,-0.04
Argentine,0.41
Argentinian,0.83
argon,0.3
Argonaut,0.53
Argonauts,0.94
arguable,0.34
argue,-0.58
argued,-0.41
argues,-0.18
arguing,-0.36
argument,-0.56
argumentation,0.61
argumentative,0.75
arguments,-0.21
aria,0.3
Ariadne,1.03
Arianism,1.12
Arianist,1.12
Arianists,1.41
arid,-0.1
Aries,0.07
arigato,1.79
arise,-0.45
arisen,0.44
arises,-0.19
arising,-0.31
aristocracy,0.38
aristocrat,0.33
aristocratic,0.48
aristocratically,1.17
aristocrats,0.1
Aristotelian,1.3
Aristotle,-0.2
Aristotle's,-0.04
arithmetic,0.09
arithmetical,0.44
arithmetized,1.21
Arizona,-0.64
ark,-0.17
Arkansas,-0.15
Arlene,0.08
Arlene's,0.03
Arlington,0.02
arm,-0.48
armada,0.23
armada's,0.4
armadillo,0.22
Armageddon,0.32
armament,0.54
armaments,1.07
armature,0.57
armband,-0.02
armchair,-0.44
armchairs,-0.02
armed,-0.55
Armenian,0.12
armful,-0.24
armhole,0.11
armies,-0.37
armistice,0.46
armload,-0.21
armoire,0.41
armor,-0.2
armored,-0.19
armory,-0.03
armory's,0.46
armpit,-0.14
armpits,0.06
arms,-0.73
arm's,-0.52
Armstrong,-0.27
army,-0.61
army's,-0.46
Arnold,-0.46
Arnold's,-0.21
aroma,-0.51
aromas,-0.02
aromatic,-0.05
arose,-0.61
around,-0.63
arousal,-0.5
arouse,-0.31
aroused,-0.41
arouses,-0.16
arousing,-0.25
arpeggio,1.38
arraign,0.82
arraigned,0.33
arraigning,1.01
arraignment,0.78
arrange,-0.47
arranged,-0.51
arrangement,-0.38
arrangements,-0.2
arranges,-0.15
arranging,-0.09
arrant,-0.04
array,-0.37
arrears,0.05
arrest,-0.6
arrested,-0.39
arresting,-0.29
arrests,-0.47
arrival,-0.6
arrivals,-0.46
arrive,-0.69
arrived,-0.39
arrives,-0.44
arriving,-0.3
arrogance,-0.29
arrogant,-0.18
arrogantly,0.36
arrow,-0.52
arrowed,-0.03
arrowhead,-0.32
arrowheads,-0.2
arrowroot,0.92
arrows,-0.61
arroyo,0.86
arsenal,0.06
arsenic,0.13
arson,-0.32
art,-0.84
Artemis,0.15
arterial,0.55
arteries,0.3
arteriolosclerosis,1.72
arteriosclerosis,1.74
artery,0.08
artery's,0.42
artful,-0.14
artfully,0.01
artfulness,0.46
arthritic,0.3
arthritis,0.33
Arthur,-0.62
Arthur's,-0.31
artichoke,-0.22
article,-0.55
articles,-0.39
articulate,0.16
articulated,0.15
articulation,0.3
articulations,0.46
artifact,0.06
artifacts,-0.25
artificial,-0.17
artificially,0.1
artillerist,1.89
artillery,-0.13
artisan,0.1
artisans,0.1
artist,-0.67
artiste,1.04
artistic,-0.28
artistically,1
artistry,0.01
artists,-0.45
artist's,-0.38
artless,-0.21
arts,-0.81
art's,-0.49
arty,0.45
Aryan,0.17
as,-0.47
asbestos,0.51
ascend,-0.19
ascendancy,0.73
ascended,0.07
ascendent,0.31
ascending,-0.07
ascension,0.21
ascent,-0.08
ascertain,0.3
ascertainable,0.96
ascertained,0.51
ascetic,0.46
asceticism,0.6
ascribe,0.04
ascribed,0.38
ascribes,0.35
ascription,0.79
aseptic,0.51
asexual,0.19
ash,-0.6
ashamed,-0.47
ashbin,0.6
ashcan,0.71
ashen,-0.2
ashes,-0.55
Ashley,-0.48
ashore,0.02
ashtray,-0.23
ashtrays,0.23
ashy,0.26
Asia,-0.8
Asian,-0.52
Asians,-0.41
Asiatic,0.68
aside,-0.37
Asimov's,0.48
asinine,0.77
ask,-0.77
askance,-0.33
asked,-0.71
askew,-0.07
asking,-0.76
asks,-0.54
aslant,-0.21
asleep,-0.44
asocial,0.65
asp,0.22
asparagus,-0.01
aspect,-0.19
aspects,-0.3
aspen,-0.11
asphalt,-0.16
asphyxiate,0.99
asphyxiation,0.84
aspirate,0.51
aspiration,0.06
aspirations,-0.05
aspire,-0.47
aspired,-0.45
aspires,-0.2
aspirin,-0.32
aspiring,-0.2
ass,-0.57
assail,0.08
assailant,0.28
assailants,0.34
assailed,0.03
assailing,0.17
assassin,0.03
assassinate,0.3
assassinated,0.29
assassination,0.47
assassins,-0.11
assault,-0.47
assaulted,-0.3
assaulting,-0.2
assaults,-0.35
assay,0.37
assayed,0.6
assaying,0.48
assemblage,0.57
assemblages,0.82
assemble,-0.52
assembled,-0.37
assemblies,0.22
assembling,-0.22
assembly,-0.59
assemblyman,1.05
assent,-0.2
assented,0.38
assert,-0.49
asserted,-0.23
asserting,-0.05
assertion,-0.17
assertions,-0.07
assertive,-0.13
assertiveness,0.36
asserts,-0.47
asses,0.06
assess,-0.18
assessed,0.08
assessing,-0.26
assessment,-0.13
assessments,-0.11
assessor,0.26
assessors,0.5
assessor's,0.64
asset,-0.3
assets,-0.35
asshole,-0.26
assiduous,0.36
assign,-0.41
assignation,-0.08
assigned,-0.54
assignee,1.05
assigning,-0.13
assignment,-0.35
assignments,-0.22
assigns,-0.1
assimilate,0.08
assimilated,-0.02
assimilation,0.17
assist,-0.44
assistance,-0.44
assistant,-0.41
assistants,-0.27
assisted,-0.18
assisting,-0.01
assists,-0.63
associate,-0.45
associated,-0.1
associates,-0.48
associating,0.04
association,-0.17
associations,-0.19
association's,0.56
associatively,0.77
assonance,0.33
assort,-0.27
assorted,-0.36
assortment,-0.17
assuage,-0.14
assuaged,0.49
assume,-0.71
assumed,-0.57
assumes,-0.47
assuming,-0.37
assumption,-0.34
assumptions,-0.32
assurance,-0.38
assurances,-0.29
assure,-0.31
assured,-0.5
assuredly,0.22
assures,-0.15
assuring,-0.32
Assyrian,0.59
aster,0.41
Asteria,0.37
asterisk,0.13
asterisks,0.3
asteroid,-0.16
asteroidal,0.73
asthma,-0.15
asthmatic,0.37
astigmatism,0.4
astonish,-0.17
astonished,-0.15
astonishing,-0.12
astonishingly,0.52
astonishment,0.07
astound,-0.07
astounded,-0.04
astounding,-0.08
astral,0.23
astray,-0.17
astride,0.32
astringency,1
astringent,0.02
astrodome,0.78
astrolabe,0.79
astrology,-0.19
astronaut,0.15
astronomer,0.41
astronomical,0.63
astronomically,0.42
astronomy,-0.29
astrophysics,0.67
astute,0.31
astuteness,0.77
asunder,0.27
asylum,-0.06
asymmetric,0.38
asymmetrical,0.56
asymmetrically,0.58
asymmetry,0.48
asymptotic,0.72
asymptotically,0.81
at,-0.51
ate,-0.52
Athabascan,1
atheism,0.05
atheist,-0.07
atheistic,0.27
atheists,0.14
Athena,-0.05
Athenian,0.15
Athenians,0.3
Athens,-0.33
athlete,-0.46
athletes,-0.39
athlete's,-0.4
athletic,-0.29
athleticism,0.51
athletics,-0.4
Atlanta,-0.43
Atlanta's,-0.29
Atlantic,-0.35
Atlantis,-0.17
atlas,-0.49
atmosphere,-0.38
atmospheres,0.14
atmospheric,0.07
atoll,0.64
atom,-0.5
atomic,-0.26
atomize,-0.04
atoms,-0.67
atonal,0.71
atonally,0.64
atone,-0.06
atonement,0.11
atop,0.05
atrocious,0.13
atrociously,0.67
atrocities,0.49
atrocity,0.43
atrophied,0.83
atrophy,0.35
attach,-0.49
attache,-0.12
attached,-0.49
attaches,-0.27
attaching,-0.25
attachment,-0.47
attachments,-0.3
attack,-0.75
attacked,-0.41
attacker,-0.5
attackers,-0.34
attacker's,-0.19
attacking,-0.59
attacks,-0.76
attain,-0.43
attainable,-0.14
attained,-0.42
attaining,-0.34
attainment,-0.01
attainments,0.32
attains,-0.26
attempt,-0.61
attempted,-0.43
attempting,-0.28
attempts,-0.54
attend,-0.52
attendance,-0.4
attendant,-0.21
attendants,-0.3
attended,-0.23
attending,-0.6
attends,-0.67
attention,-0.68
attentions,-0.19
attentive,-0.13
attentively,0.23
attenuate,0.51
attest,-0.27
attested,-0.05
attesting,0.46
Attic,-0.27
attire,-0.31
attired,-0.09
attitude,-0.63
attitudes,-0.49
attorney,-0.58
attorneys,-0.26
attorney's,-0.37
attract,-0.4
attracted,-0.28
attracting,-0.18
attraction,-0.26
attractions,-0.42
attractive,-0.36
attractively,0.17
attracts,-0.47
attributable,0.62
attribute,-0.3
attributed,-0.12
attributes,-0.16
attributing,0.13
attribution,-0.11
attrition,0.09
attuned,0.41
atypical,0.13
auburn,0.16
auction,-0.36
auctioneer,0.44
auctioneer's,0.44
audacious,0.07
audacity,0.49
audible,-0.06
audibly,0.21
audience,-0.49
audiences,-0.39
audio,-0.61
audiovisual,0.68
audit,-0.32
audited,0.13
auditing,-0.02
audition,0.06
auditioning,0.54
auditions,-0.2
auditor,-0.36
auditorium,-0.21
auditors,-0.16
auditory,-0.04
audits,-0.25
Audrey,-0.24
Audubon,0.57
auger,-0.2
aught,0.5
augment,-0.01
augmentation,0.52
augmented,0.23
augmenting,0.58
augurs,0.47
August,-0.55
Augusta,0.31
Augustan,0.98
Augusta's,0.05
Augustine,0.08
Augustine's,0.57
Augustus,0.42
aunt,-0.58
auntie,0.05
aunts,-0.45
aunt's,-0.62
aura,-0.06
aural,0.27
aureola,0.93
aureole,0.99
aurora,-0.21
Auschwitz,0.39
auspices,0.43
auspicious,0.46
auspiciously,0.4
Aussie,0
austere,0
austerely,0.53
austerity,0.61
Austin,-0.41
Austin's,-0.33
Australia,-0.11
Australian,-0.11
Austria,-0.37
Austrian,-0.23
autarchy,0.39
authentic,0.02
authenticate,0.73
authenticated,0.26
authentication,0.78
authentications,1.22
authenticator,1.05
authenticity,0.22
author,-0.82
authoritarian,0.29
authoritarianism,1.24
authoritative,0.54
authoritatively,1.19
authorities,-0.1
authority,-0.52
authority's,0.17
authorization,-0.05
authorizations,0.45
authorize,-0.24
authorized,-0.37
authorizes,-0.1
authorizing,-0.37
authors,-0.51
author's,-0.46
authorship,0.33
autism,0.26
autistic,0.31
auto,-0.66
autobahn,0.81
autobiographic,0.77
autobiographical,0.47
autobiography,-0.03
autocracies,0.93
autocracy,0.4
autocrat,0.04
autocratic,0.22
autocrats,0.28
autoerotism,1.8
autograph,-0.17
autoloader,0.79
automate,0.38
automated,-0.11
automatic,-0.33
automatically,-0.02
automation,0.19
automaton,0.64
automobile,-0.38
automobiles,-0.07
automotive,-0.12
autonomic,0.11
autonomous,0.03
autonomy,0.23
autopsied,0.56
autopsy,-0.32
autos,-0.48
autumn,-0.33
autumnal,0.78
auxiliaries,0.49
auxiliary,-0.11
avail,-0.05
availabilities,0.76
availability,-0.17
available,-0.6
availed,0
availing,0.13
avalanche,-0.26
avarice,0.11
avaricious,1.03
avenge,-0.07
avenging,0.11
avenue,-0.49
avenues,-0.21
average,-0.56
averaged,-0.02
averages,-0.27
averaging,0
averse,-0.02
aversion,0.14
aversive,0.31
avert,-0.29
averted,0.11
averting,0.1
aviary,-0.1
aviation,0.05
aviator,-0.13
aviators,0
avid,0.02
avidity,0.58
avidly,0.2
avocado,-0.25
avocados,0.08
avocation,0.16
avoid,-0.57
avoidable,-0.11
avoidance,-0.07
avoided,-0.48
avoiding,-0.45
avoids,-0.4
avow,0.06
avowed,-0.01
await,-0.45
awaited,-0.3
awaiting,-0.34
awaits,-0.38
awake,-0.69
awaken,-0.59
awakened,-0.35
awakening,-0.34
awakens,-0.13
award,-0.44
awarded,-0.37
awarding,-0.22
awards,-0.67
aware,-0.64
awareness,-0.47
awash,0.16
away,-0.46
awe,-0.18
awed,0.05
aweigh,0.54
awesome,-0.54
awestruck,0.41
awful,-0.53
awfully,-0.12
awfulness,0.08
awhile,-0.05
awkward,-0.23
awkwardly,0.01
awkwardness,0.31
awl,0.03
awning,0.38
awnings,0.49
awoke,-0.27
awry,0.39
ax,-0.53
axe,-0.38
axes,-0.62
axial,-0.22
axially,1.1
axiological,0.55
axiom,0.12
axiomatic,0.74
axioms,0.07
axis,-0.56
axle,-0.24
axles,0.01
aye,0.32
ayes,0.49
azalea,0.08
azaleas,0.1
Azerbaijan,1.12
azimuth,0.62
azure,0.27
babble,-0.5
babbled,-0.07
babe,-0.56
babes,-0.71
babies,-0.72
baboon,0.01
baby,-0.92
babyhood,-0.05
Babylon,-0.17
Babylonian,0.34
Babylonians,0.79
baby's,-0.59
baccalaureate,0.84
baccarat,0.47
Bacchanal,0.07
Bacchus,0.43
Bach,-0.37
bachelor,-0.36
bachelors,-0.32
back,-0.81
backache,-0.04
backbend,0.44
backbends,0.28
backboard,0.02
backbone,-0.42
backbreaking,0.35
backdoor,-0.38
backdrop,-0.13
backed,-0.21
backer,0.06
backers,0.19
backfire,0.01
backgammon,0.26
background,-0.5
backgrounds,-0.24
backhand,-0.29
backhanded,0.05
backing,-0.23
backlash,-0.17
backless,-0.07
backlog,0.18
backpack,-0.3
backpedal,0.36
backs,-0.56
backscratcher,1.04
backseat,-0.14
backside,-0.35
backslide,0.09
backspace,-0.17
backstage,-0.47
backstairs,0.21
backstitch,0.71
backstitching,1.14
backstroke,-0.05
backtalk,0.14
backtrack,0.11
backup,-0.5
backward,-0.33
backwards,-0.43
backwash,-0.12
backwater,-0.14
backwoods,-0.12
backwoodsman,1.02
backyard,-0.53
backyards,-0.51
bacon,-0.38
bacteria,-0.51
bacterial,-0.18
bacteriologist,1.11
bacteriology,0.8
bacterium,0.26
bad,-0.64
bade,-0.04
badge,-0.6
badger,-0.03
badgering,0.33
badges,-0.41
Badlands,0.16
badly,-0.47
badmen,0.26
badminton,0.46
badness,-0.2
baffle,-0.46
baffled,-0.32
bafflers,0.31
baffling,-0.16
bag,-0.6
bagatelle,0.38
bagful,-0.01
baggage,-0.44
bagged,-0.42
baggy,-0.3
bagpipe,-0.01
bags,-0.73
bah,0.71
Bahamas,-0.37
Bahrain,1.07
bail,-0.33
bailiff,0.78
bailing,-0.21
bailment,0.4
bairn,0.44
bait,-0.66
baited,-0.03
bake,-0.38
baked,-0.68
baker,-0.62
bakery,-0.71
bakes,-0.25
baking,-0.54
baklava,0.52
balance,-0.61
balanced,-0.55
balances,-0.51
balancing,-0.48
balconies,0.04
balcony,-0.43
bald,-0.64
balderdash,0.82
balding,-0.16
baldness,-0.33
baldy,-0.31
bale,-0.01
baleful,0.22
bales,-0.04
Bali,0.14
Balinese,0.67
balk,-0.27
Balkans,0.37
balked,-0.12
balkiness,0.57
balking,0.45
balks,-0.05
ball,-0.6
ballad,-0.14
ballade,0.89
ballads,-0.25
ballast,0.11
balled,-0.15
ballerina,0.2
ballerinas,0.58
ballet,-0.54
ballets,-0.16
ballfields,0.67
ballgowns,0.89
ballistic,0
ballistics,0.33
balloon,-0.43
ballooning,0.07
balloonist,0.21
balloons,-0.63
ballot,-0.57
ballots,-0.43
ballplayer,-0.17
ballplayers,-0.11
ballpoint,-0.35
ballroom,-0.58
balls,-0.49
ball's,-0.34
ballyhoo,0.51
balm,-0.5
balmy,0.18
balsam,0.18
balsams,0.75
Baltic,-0.08
Baltimore,-0.08
Baltimore's,0.05
Bambi,-0.25
bambino,0.42
bamboo,-0.37
bamboozle,0.31
ban,-0.48
banal,-0.22
banality,1.01
banana,-0.56
bananas,-0.4
band,-0.45
bandage,-0.07
bandaged,-0.1
bandages,-0.17
bandaging,0.1
bandanna,0.29
banded,-0.19
banding,-0.03
bandit,-0.23
banditos,0.56
bandits,-0.22
bandmaster,0.33
bandoleers,1.02
bands,-0.48
bandstand,0.1
bandwagon,0.01
bandwidth,0.71
bane,-0.09
bang,-0.52
banged,-0.15
banging,-0.05
Bangkok,-0.21
Bangladesh,0.24
bangle,0.13
bangles,-0.18
bangs,-0.64
banish,-0.47
banished,-0.28
banishes,-0.16
banishing,-0.31
banishment,0.04
banister,0.03
banisters,0.09
banjo,0.03
bank,-0.85
bankbill,0.4
bankbook,0.07
banked,-0.45
banker,-0.63
bankers,-0.57
banking,-0.72
banknote,0.24
bankroll,-0.08
bankrupt,-0.5
bankruptcy,-0.21
banks,-0.76
banned,-0.41
banner,-0.47
banners,-0.57
banning,-0.38
banquet,-0.46
banquets,-0.13
bans,-0.17
banshee,0.23
banshees,0.45
bantam,0.76
bantamweight,0.92
banter,0.22
bantered,0.16
bantering,0.1
baobab,NULL
baptism,-0.31
baptismal,0.38
baptisms,0.12
Baptist,-0.36
baptistery,0.76
Baptists,-0.04
baptist's,-0.22
baptize,-0.43
baptized,-0.08
bar,-0.66
barb,-0.26
Barbados,0.19
Barbara,-0.28
barbarian,-0.04
barbarians,-0.14
barbaric,-0.07
barbarism,0.27
barbarity,0.71
barbarous,0.64
barbecue,-0.45
barbecued,-0.06
barbecues,-0.11
barbed,0.31
barbel,0.24
barbell,-0.16
barber,-0.51
barber's,-0.48
barbital,0.28
barbiturate,0.25
barbs,-0.24
bard,0.33
bards,-0.01
bare,-0.71
bareback,0.01
barefoot,-0.54
barefooted,-0.03
barelegged,0.54
barely,-0.48
barflies,0.43
bargain,-0.33
bargaining,0.21
bargains,-0.23
barge,-0.01
barges,0.42
barging,0.05
baritone,0.03
barium,-0.03
bark,-0.5
barkeep,0.5
barker,-0.28
barking,-0.4
barley,-0.3
barleycorn,1.05
barmaid,0.78
barn,-0.6
barnacle,-0.17
barns,-0.47
barnstorm,0.68
barnstormer,1.08
barnyard,0.03
barnyards,0.09
barometer,0.04
barometric,0.53
baron,-0.16
baronage,0.78
baroness,0.24
baronial,0.51
barons,-0.04
barony,0.66
baroque,-0.07
barrack,-0.08
barracks,-0.08
barracuda,0.32
barrage,-0.08
barred,-0.26
barrel,-0.19
barrels,-0.55
barren,-0.32
barrette,-0.06
barricade,-0.08
barricades,0
barrier,-0.44
barriers,-0.38
barring,-0.19
barrow,-0.45
Barry,-0.24
bars,-0.8
bartender,-0.46
barter,-0.17
Bartlett,0.08
basalt,-0.14
base,-0.81
baseball,-0.59
baseballs,-0.36
baseball's,-0.04
baseboard,0.05
based,-0.57
baseless,0.22
baseline,-0.3
baseman,-0.14
basement,-0.42
basements,-0.39
baser,-0.42
bases,-0.56
bash,-0.57
bashful,-0.25
basic,-0.63
basically,-0.22
basics,-0.52
basil,-0.42
basilica,0.44
basil's,0.21
basin,-0.36
basing,0.38
basis,-0.28
bask,0.07
basked,0.07
basket,-0.37
basketball,-0.59
baskets,-0.42
basketwork,0.55
basking,0.02
bass,-0.62
basses,0.25
basset,0.33
bassinet,0.46
bassoon,-0.02
bast,-0.55
bastard,-0.49
bastardize,0.57
bastards,-0.39
bastard's,-0.11
baste,0.04
basting,0.3
bastion,0
bat,-0.63
batch,-0.38
bate,-0.25
bath,-0.64
bathe,-0.17
bathed,-0.4
bathers,0.78
bathing,-0.59
bathrobe,-0.24
bathroom,-0.74
bathrooms,-0.43
baths,-0.66
bathtub,-0.38
bathtubs,-0.27
batman,-0.53
baton,-0.13
bats,-0.65
battalion,0.4
battalions,0.88
batted,0.25
batten,0.54
battens,0.74
batter,-0.22
battered,-0.49
batteries,-0.4
battering,-0.21
batters,-0.44
batter's,0.26
battery,-0.68
batting,0.1
battle,-0.76
battlefield,0.28
battlefields,0.11
battlefront,0.13
battleground,-0.19
battlements,0.04
battles,-0.47
battleship,-0.23
battling,-0.28
bauble,0.03
baubles,0.56
Bauhaus,0.4
Bavaria,0.08
bawdy,0.25
bawl,-0.24
bawled,-0.08
bawling,0.29
bay,-0.28
bayed,0.07
baying,0.37
bayonet,0.15
bayonets,0.14
bayou,-0.06
bays,-0.12
bazaar,0
bazaars,0.01
bazooka,-0.04
be,-0.65
beach,-0.49
beachcomber,0.81
beaches,-0.45
beachhead,0.73
beaching,-0.09
